hid,size,occupants,race
8913,2,"[36987, 38159]",White
8914,2,"[12152, 35371]",White
8915,1,[39983],White
8916,2,"[29941, 7848]",White
8917,3,"[40498, 23787, 10346]",White
8918,3,"[2838, 21637, 201]",White
8919,1,[3763],White
8920,2,"[13520, 33950]",White
8921,1,[15994],White
8922,1,[39174],White
8923,1,[11679],White
8924,5,"[2602, 3601, 546, 27285, 28852]",White
8925,4,"[12160, 18851, 13507, 37493]",White
8926,5,"[5894, 30278, 25992, 40114, 8577]",White
8927,1,[43928],White
8928,2,"[29148, 39656]",White
8929,5,"[39652, 20869, 13130, 41173, 7967]",White
8930,1,[3244],White
8931,2,"[44018, 44497]",White
8932,2,"[19280, 22256]",White
8933,2,"[20070, 43886]",White
8934,3,"[17278, 20905, 3872]",White
8935,3,"[4626, 24431, 8823]",White
8936,5,"[12554, 21897, 43080, 15395, 848]",White
8937,2,"[22750, 21090]",White
8938,1,[7114],White
8939,1,[25545],White
8940,1,[9679],White
8941,4,"[38793, 29919, 20773, 44498]",White
8942,2,"[43407, 2646]",White
8943,2,"[9615, 20141]",White
8944,2,"[11480, 30349]",White
8945,1,[27378],White
8946,1,[15932],White
8947,3,"[2539, 8642, 10351]",White
8948,3,"[31855, 31654, 44485]",White
8949,3,"[33011, 26231, 38615]",White
8950,5,"[15202, 4369, 31440, 30035, 2061]",White
8951,2,"[34014, 32079]",White
8952,4,"[41234, 30072, 38147, 165]",White
8953,1,[2305],White
8954,3,"[23829, 16875, 31885]",White
8955,2,"[24738, 43310]",White
8956,3,"[10257, 19132, 41009]",White
8957,1,[37424],White
8958,4,"[43646, 37232, 1932, 41786]",White
8959,2,"[15158, 5817]",White
8960,2,"[5967, 38030]",White
8961,1,[29854],White
8962,4,"[21112, 15599, 28140, 34911]",White
8963,4,"[1302, 27512, 27031, 11583]",White
8964,2,"[27376, 17695]",White
8965,3,"[42362, 7093, 31361]",White
8966,1,[10808],White
8967,2,"[5065, 25933]",White
8968,3,"[21774, 12772, 35380]",White
8969,2,"[30188, 21749]",White
8970,2,"[18771, 6542]",White
8971,5,"[32479, 41621, 21930, 2999, 28043]",White
8972,1,[14029],White
8973,1,[3890],White
8974,2,"[33405, 10681]",White
8975,2,"[8707, 16490]",White
8976,1,[21666],White
8977,2,"[30783, 22529]",White
8978,1,[19156],White
8979,2,"[22820, 30962]",White
8980,2,"[8756, 27595]",White
8981,2,"[31791, 31017]",White
8982,1,[27690],White
8983,3,"[739, 37616, 41698]",White
8984,2,"[38008, 17779]",White
8985,1,[2241],White
8986,4,"[35153, 35672, 6181, 17589]",White
8987,3,"[43185, 19277, 28901]",White
8988,2,"[42995, 40970]",White
8989,4,"[41664, 31601, 33368, 29832]",White
8990,1,[32459],White
8991,3,"[23892, 26827, 26006]",White
8992,1,[16135],White
8993,4,"[14665, 33186, 34818, 42136]",White
8994,1,[928],White
8995,3,"[15141, 10533, 4090]",White
8996,4,"[33776, 38110, 12675, 4276]",White
8997,3,"[22043, 8612, 43123]",White
8998,2,"[987, 25725]",White
8999,2,"[9726, 33735]",White
9000,3,"[36878, 29108, 17815]",White
9001,5,"[143, 34759, 36302, 44046, 41702]",White
9002,2,"[38873, 5867]",White
9003,1,[3652],White
9004,4,"[6497, 22269, 32038, 22770]",White
9005,4,"[11923, 21946, 13358, 11382]",White
9006,2,"[25209, 11228]",White
9007,3,"[30710, 21153, 3556]",White
9008,2,"[1943, 7589]",White
9009,5,"[30452, 8343, 28350, 26725, 658]",White
9010,2,"[41445, 15249]",White
9011,1,[18276],White
9012,1,[21521],White
9013,2,"[24179, 18217]",White
9014,5,"[18020, 5251, 40904, 38725, 3467]",White
9015,1,[19309],White
9016,3,"[1259, 19355, 44122]",White
9017,2,"[4953, 13629]",White
9018,3,"[2074, 22414, 7738]",White
9019,1,[34323],White
9020,1,[18625],White
9021,3,"[34662, 2038, 8990]",White
9022,4,"[7794, 40637, 30933, 43378]",White
9023,6,"[6417, 29032, 30973, 33533, 2767, 31901]",White
9024,2,"[34476, 15787]",White
9025,2,"[9631, 33779]",White
9026,5,"[12651, 9364, 34269, 5512, 29818]",White
9027,4,"[17969, 38366, 59, 28887]",White
9028,3,"[27198, 3068, 17708]",White
9029,5,"[21444, 33480, 37953, 18553, 26562]",White
9030,2,"[20284, 5802]",White
9031,1,[16928],White
9032,2,"[8190, 15204]",White
9033,3,"[11096, 9947, 9068]",White
9034,2,"[19839, 27763]",White
9035,1,[33397],White
9036,2,"[25278, 41431]",White
9037,3,"[25806, 36171, 16484]",White
9038,2,"[35514, 37162]",White
9039,2,"[6746, 37855]",White
9040,1,[13119],White
9041,2,"[18905, 38575]",White
9042,1,[40682],White
9043,3,"[13106, 24717, 32921]",White
9044,1,[17985],White
9045,4,"[7484, 33148, 7313, 34358]",White
9046,3,"[40522, 27222, 28187]",White
9047,2,"[37918, 32672]",White
9048,1,[16201],White
9049,3,"[38071, 30575, 97]",White
9050,2,"[12380, 35789]",White
9051,1,[39392],White
9052,1,[26148],White
9053,3,"[31202, 24418, 37251]",White
9054,3,"[15242, 27971, 40659]",White
9055,1,[22042],White
9056,1,[8625],White
9057,3,"[29454, 7712, 1289]",White
9058,2,"[40732, 31779]",White
9059,2,"[9700, 43707]",White
9060,1,[9819],White
9061,1,[33989],White
9062,4,"[22186, 40028, 16844, 1488]",White
9063,5,"[16548, 27361, 1049, 12692, 15734]",White
9064,3,"[37350, 38144, 23208]",White
9065,1,[44191],White
9066,6,"[3637, 328, 34179, 41919, 23124, 15361]",White
9067,3,"[8886, 22275, 4008]",White
9068,2,"[21187, 16659]",White
9069,1,[9530],White
9070,2,"[8034, 40333]",White
9071,1,[2292],White
9072,3,"[28433, 38921, 7226]",White
9073,3,"[1445, 40041, 20895]",White
9074,3,"[35467, 20469, 12893]",White
9075,3,"[17020, 20766, 26703]",White
9076,1,[44439],White
9077,1,[40194],White
9078,1,[31258],White
9079,2,"[39823, 28541]",White
9080,2,"[37790, 42564]",White
9081,4,"[34356, 4599, 6358, 8503]",White
9082,3,"[11682, 37043, 35857]",White
9083,2,"[34362, 34279]",White
9084,3,"[27823, 18606, 34667]",White
9085,2,"[17495, 33482]",White
9086,3,"[10367, 41685, 37923]",White
9087,5,"[1897, 32057, 17544, 12011, 1033]",White
9088,2,"[20331, 16399]",White
9089,4,"[34051, 29567, 7627, 35070]",White
9090,2,"[31971, 32428]",White
9091,2,"[9454, 5908]",White
9092,1,[16266],White
9093,6,"[31891, 25844, 13811, 2456, 31009, 34351]",White
9094,3,"[32710, 31309, 15851]",White
9095,4,"[17271, 30561, 38836, 20294]",White
9096,2,"[38477, 7494]",White
9097,3,"[24000, 12339, 8183]",White
9098,3,"[19877, 311, 30855]",White
9099,5,"[44384, 36436, 34216, 36902, 33770]",White
9100,1,[34384],White
9101,1,[42766],White
9102,2,"[7152, 12579]",White
9103,2,"[16296, 12200]",White
9104,1,[43597],White
9105,2,"[25717, 12324]",White
9106,2,"[36163, 15902]",White
9107,1,[16080],White
9108,4,"[5586, 34007, 12155, 1087]",White
9109,4,"[11458, 6066, 33314, 5149]",White
9110,6,"[28904, 9100, 43259, 16324, 42656, 10636]",White
9111,4,"[7634, 37902, 6304, 34324]",White
9112,4,"[41737, 41283, 12124, 30145]",White
9113,1,[42045],White
9114,1,[42295],White
9115,1,[67],White
9116,4,"[17661, 43705, 43482, 3221]",White
9117,2,"[37707, 19940]",White
9118,3,"[21428, 13492, 24142]",White
9119,2,"[18053, 34190]",White
9120,2,"[20807, 9030]",White
9121,4,"[37280, 19260, 1705, 11585]",White
9122,3,"[6997, 20346, 5631]",White
9123,3,"[29118, 43739, 12402]",White
9124,3,"[8798, 23427, 5916]",White
9125,2,"[38989, 25714]",White
9126,2,"[35745, 9474]",White
9127,2,"[34844, 10738]",White
9128,2,"[5416, 5144]",White
9129,3,"[23138, 13150, 28610]",White
9130,2,"[28373, 30457]",White
9131,3,"[4025, 12392, 7251]",White
9132,7,"[17548, 24091, 27235, 30672, 37012, 44325, 28522]",White
9133,2,"[41086, 15657]",White
9134,5,"[22832, 8144, 44543, 37430, 36921]",White
9135,6,"[18688, 24658, 35560, 37546, 34959, 16200]",White
9136,4,"[3415, 3899, 29359, 28357]",White
9137,1,[41320],White
9138,1,[19386],White
9139,6,"[23023, 9850, 38700, 19362, 24822, 37369]",White
9140,2,"[42401, 29260]",White
9141,2,"[41684, 37166]",White
9142,2,"[33932, 10065]",White
9143,5,"[8832, 26873, 12991, 12812, 16134]",White
9144,1,[16969],White
9145,3,"[42798, 35979, 17647]",White
9146,1,[6715],White
9147,2,"[37675, 18201]",White
9148,1,[33017],White
9149,4,"[16062, 16943, 14798, 39601]",White
9150,4,"[2947, 7017, 20527, 5674]",White
9151,3,"[33307, 11319, 39968]",White
9152,2,"[9486, 6389]",White
9153,1,[2040],White
9154,2,"[16290, 2534]",White
9155,2,"[10647, 25929]",White
9156,2,"[39511, 362]",White
9157,4,"[42423, 23977, 22545, 33876]",White
9158,1,[11740],White
9159,4,"[4994, 37063, 5767, 7599]",White
9160,2,"[43940, 44401]",White
9161,1,[25541],White
9162,2,"[34595, 9938]",White
9163,3,"[4879, 24274, 30355]",White
9164,1,[11689],White
9165,5,"[15683, 2751, 21150, 12115, 7182]",White
9166,4,"[4003, 21055, 11892, 31122]",White
9167,1,[36843],White
9168,1,[11678],White
9169,2,"[39574, 16924]",White
9170,5,"[5389, 3527, 15268, 6995, 43337]",White
9171,3,"[4831, 13007, 37094]",White
9172,1,[23527],White
9173,1,[10255],White
9174,1,[2097],White
9175,1,[14281],White
9176,2,"[15544, 11940]",White
9177,1,[21707],White
9178,2,"[17967, 1393]",White
9179,2,"[22333, 43270]",White
9180,1,[28191],White
9181,2,"[28782, 15526]",White
9182,1,[4597],White
9183,2,"[37057, 32033]",White
9184,3,"[5493, 38913, 44400]",White
9185,3,"[9983, 12763, 35386]",White
9186,3,"[15458, 6144, 2843]",White
9187,4,"[42186, 43587, 14740, 21006]",White
9188,1,[8013],White
9189,4,"[21787, 10746, 1856, 17504]",White
9190,2,"[42886, 4449]",White
9191,2,"[26459, 18746]",White
9192,1,[36527],White
9193,4,"[17366, 40128, 40483, 25060]",White
9194,1,[25529],White
9195,1,[16468],White
9196,1,[17297],White
9197,6,"[14965, 33243, 39490, 4216, 14787, 24906]",White
9198,3,"[1640, 7091, 32794]",White
9199,3,"[31196, 3891, 2508]",White
9200,2,"[23164, 44342]",White
9201,2,"[18373, 23494]",White
9202,1,[3120],White
9203,3,"[39320, 14160, 8887]",White
9204,5,"[32256, 8578, 230, 30350, 26635]",White
9205,5,"[5084, 17682, 35160, 15209, 6412]",White
9206,3,"[29383, 7061, 44500]",White
9207,2,"[40044, 39617]",White
9208,2,"[43463, 43436]",White
9209,2,"[43147, 23831]",White
9210,3,"[19939, 16826, 27936]",White
9211,3,"[35077, 29611, 14366]",White
9212,4,"[1773, 36262, 1532, 15858]",White
9213,4,"[4102, 19436, 17676, 9199]",White
9214,4,"[2714, 17963, 14695, 23587]",White
9215,2,"[23518, 4708]",White
9216,2,"[36836, 29311]",White
9217,5,"[12062, 17473, 32407, 1983, 21396]",White
9218,2,"[10689, 36172]",White
9219,1,[9683],White
9220,3,"[41677, 11488, 13389]",White
9221,1,[15521],White
9222,1,[36288],White
9223,2,"[27770, 23746]",White
9224,1,[28740],White
9225,1,[2353],White
9226,2,"[20333, 21940]",White
9227,1,[6404],White
9228,5,"[14629, 19595, 6526, 23275, 20984]",White
9229,1,[2855],White
9230,3,"[20077, 34745, 20822]",White
9231,2,"[33371, 16131]",White
9232,3,"[43501, 12060, 2478]",White
9233,2,"[27142, 9961]",White
9234,1,[30862],White
9235,1,[29010],White
9236,4,"[16465, 13782, 28936, 35129]",White
9237,1,[28304],White
9238,6,"[31869, 12958, 4785, 16068, 21192, 6647]",White
9239,6,"[3450, 31037, 94, 12723, 28954, 18090]",White
9240,1,[25701],White
9241,1,[10522],White
9242,1,[26354],White
9243,1,[39126],White
9244,5,"[38582, 12852, 19678, 12553, 3915]",White
9245,4,"[2974, 20819, 37732, 7986]",White
9246,2,"[29357, 43533]",White
9247,1,[6870],White
9248,1,[28995],White
9249,3,"[21823, 25630, 19021]",White
9250,1,[1652],White
9251,6,"[33693, 33282, 22071, 29878, 22995, 1774]",White
9252,1,[3131],White
9253,4,"[29040, 31089, 4725, 42001]",White
9254,2,"[22636, 36550]",White
9255,1,[39331],White
9256,2,"[25723, 29376]",White
9257,2,"[27535, 7988]",White
9258,5,"[7320, 40445, 31367, 36558, 25075]",White
9259,1,[9141],White
9260,4,"[24736, 8044, 36131, 6016]",White
9261,1,[43396],White
9262,3,"[28133, 39486, 4188]",White
9263,2,"[33191, 26569]",White
9264,1,[8549],White
9265,3,"[6176, 3286, 24608]",White
9266,4,"[36441, 25718, 13920, 11486]",White
9267,2,"[10483, 17096]",White
9268,4,"[33476, 23200, 24323, 32573]",White
9269,3,"[44184, 3524, 35285]",White
9270,1,[43544],White
9271,3,"[29317, 26322, 31733]",White
9272,2,"[24302, 42765]",White
9273,1,[13551],White
9274,2,"[1168, 27795]",White
9275,2,"[40615, 29996]",White
9276,2,"[38943, 16157]",White
9277,2,"[2757, 38712]",White
9278,1,[7212],White
9279,1,[32313],White
9280,1,[17714],White
9281,4,"[2591, 13574, 24712, 23468]",White
9282,1,[12944],White
9283,2,"[35029, 35488]",White
9284,2,"[35442, 30992]",White
9285,1,[28383],White
9286,4,"[41914, 5021, 41666, 20648]",White
9287,2,"[4386, 9856]",White
9288,2,"[21281, 39876]",White
9289,2,"[37332, 44597]",White
9290,1,[5576],White
9291,2,"[27120, 25370]",White
9292,4,"[15007, 38497, 39343, 19079]",White
9293,1,[5813],White
9294,1,[36079],White
9295,2,"[15988, 40200]",White
9296,2,"[38132, 41679]",White
9297,2,"[32970, 15440]",White
9298,3,"[40694, 27533, 3776]",White
9299,1,[29856],White
9300,2,"[15739, 25889]",White
9301,2,"[34333, 35623]",White
9302,1,[37990],White
9303,5,"[12451, 15670, 8576, 15728, 37568]",White
9304,3,"[39110, 12108, 17765]",White
9305,4,"[2080, 37940, 38539, 29763]",White
9306,1,[44343],White
9307,2,"[42623, 20526]",White
9308,4,"[11898, 24312, 7784, 5502]",White
9309,3,"[23386, 5863, 32897]",White
9310,3,"[2494, 9037, 21552]",White
9311,5,"[2594, 42353, 22906, 10557, 39842]",White
9312,3,"[29114, 24378, 27750]",White
9313,2,"[29450, 24661]",White
9314,4,"[35064, 3533, 28975, 14443]",White
9315,1,[43853],White
9316,5,"[26685, 31699, 25080, 34853, 20824]",White
9317,2,"[27388, 34371]",White
9318,1,[31292],White
9319,2,"[22017, 23599]",White
9320,2,"[6780, 13879]",White
9321,1,[10421],White
9322,4,"[2207, 5328, 40253, 42847]",White
9323,3,"[36509, 34405, 20853]",White
9324,3,"[9618, 13124, 32815]",White
9325,4,"[18206, 21399, 16838, 8500]",White
9326,2,"[22280, 26656]",White
9327,2,"[30448, 10889]",White
9328,2,"[12072, 33575]",White
9329,2,"[33630, 9591]",White
9330,1,[22206],White
9331,4,"[10726, 29932, 14090, 4964]",White
9332,3,"[40059, 31350, 22245]",White
9333,4,"[22877, 10385, 37875, 33566]",White
9334,1,[37059],White
9335,1,[29883],White
9336,1,[29843],White
9337,1,[33649],White
9338,1,[17358],White
9339,1,[30883],White
9340,1,[16859],White
9341,2,"[42478, 17777]",White
9342,4,"[4343, 15056, 10129, 41204]",White
9343,2,"[6360, 16055]",White
9344,1,[7073],White
9345,1,[40062],White
9346,3,"[2638, 26447, 10610]",White
9347,1,[38825],White
9348,1,[21440],White
9349,3,"[25691, 29912, 11619]",White
9350,4,"[17818, 31766, 34401, 3098]",White
9351,2,"[13756, 11002]",White
9352,4,"[23314, 26561, 25321, 1212]",White
9353,3,"[35219, 9874, 38778]",White
9354,1,[30220],White
9355,1,[25181],White
9356,3,"[18760, 34794, 17580]",White
9357,1,[1199],White
9358,1,[5716],White
9359,2,"[21824, 1247]",White
9360,2,"[37066, 22351]",White
9361,6,"[41776, 19842, 25659, 15874, 11564, 32726]",White
9362,2,"[36123, 22947]",White
9363,2,"[24249, 10154]",White
9364,2,"[26289, 14456]",White
9365,2,"[33915, 30627]",White
9366,3,"[26775, 31430, 23003]",White
9367,2,"[34516, 35103]",White
9368,2,"[11201, 23998]",White
9369,2,"[29783, 10571]",White
9370,3,"[1503, 30286, 2191]",White
9371,2,"[18529, 17232]",White
9372,1,[7811],White
9373,2,"[23179, 38678]",White
9374,3,"[1509, 29698, 26843]",White
9375,3,"[25515, 20761, 34163]",White
9376,1,[34310],White
9377,3,"[29172, 29935, 28294]",White
9378,1,[36228],White
9379,5,"[31234, 33053, 22418, 29372, 31651]",White
9380,3,"[17872, 35613, 11042]",White
9381,1,[8404],White
9382,2,"[10207, 34824]",White
9383,2,"[38699, 35601]",White
9384,1,[31815],White
9385,1,[1278],White
9386,1,[34881],White
9387,2,"[23383, 586]",White
9388,4,"[23957, 33807, 7000, 25752]",White
9389,2,"[20008, 14311]",White
9390,4,"[21069, 24840, 8352, 21653]",White
9391,1,[26230],White
9392,1,[23693],White
9393,2,"[18435, 17882]",White
9394,2,"[25463, 25546]",White
9395,3,"[28496, 18021, 23963]",White
9396,2,"[41553, 37844]",White
9397,5,"[33824, 18862, 22384, 6467, 28425]",White
9398,1,[13513],White
9399,5,"[37210, 3764, 9024, 15581, 14609]",White
9400,2,"[28799, 43353]",White
9401,3,"[37602, 38791, 43057]",White
9402,4,"[8932, 43460, 16611, 35107]",White
9403,4,"[23700, 44112, 28363, 14648]",White
9404,5,"[43183, 44569, 4979, 17041, 22159]",White
9405,2,"[18577, 25024]",White
9406,1,[34138],White
9407,2,"[37622, 37377]",White
9408,2,"[12453, 12361]",White
9409,2,"[43287, 41146]",White
9410,2,"[36663, 29907]",White
9411,2,"[43226, 25229]",White
9412,2,"[7844, 22994]",White
9413,5,"[3831, 23123, 36693, 1690, 26848]",White
9414,1,[26247],White
9415,2,"[23190, 11729]",White
9416,2,"[4055, 31374]",White
9417,2,"[24567, 13253]",White
9418,1,[14265],White
9419,3,"[32884, 100, 8730]",White
9420,2,"[39023, 34965]",White
9421,3,"[2027, 4643, 40137]",White
9422,2,"[31299, 15226]",White
9423,2,"[39712, 27056]",White
9424,2,"[17204, 32301]",White
9425,1,[9568],White
9426,1,[24752],White
9427,2,"[24406, 8885]",White
9428,2,"[12174, 22128]",White
9429,3,"[7982, 22578, 1002]",White
9430,3,"[10326, 1297, 655]",White
9431,3,"[4193, 15110, 6801]",White
9432,2,"[42911, 35999]",White
9433,1,[43097],White
9434,4,"[22093, 16365, 16309, 20185]",White
9435,1,[10526],White
9436,1,[1736],White
9437,2,"[37741, 17133]",White
9438,2,"[17764, 3907]",White
9439,4,"[12225, 15461, 37690, 7079]",White
9440,2,"[40552, 39151]",White
9441,2,"[35559, 22044]",White
9442,3,"[5027, 12757, 14305]",White
9443,2,"[21328, 38646]",White
9444,2,"[7544, 39020]",White
9445,1,[3028],White
9446,5,"[1178, 25070, 29150, 36826, 22219]",White
9447,2,"[2631, 6790]",White
9448,4,"[20040, 25142, 30281, 26353]",White
9449,3,"[13892, 11125, 27671]",White
9450,2,"[13723, 31501]",White
9451,2,"[39105, 21479]",White
9452,2,"[13347, 22217]",White
9453,5,"[5589, 24869, 26096, 40616, 3014]",White
9454,5,"[28600, 24982, 9324, 23639, 27965]",White
9455,4,"[42438, 28946, 13839, 20531]",White
9456,4,"[9528, 1037, 6705, 8942]",White
9457,4,"[8114, 39609, 8127, 44584]",White
9458,2,"[4353, 22240]",White
9459,3,"[15031, 33440, 17717]",White
9460,1,[6711],White
9461,1,[11109],White
9462,2,"[25487, 19680]",White
9463,1,[39286],White
9464,1,[11624],White
9465,2,"[13444, 30905]",White
9466,1,[4811],White
9467,2,"[26548, 3231]",White
9468,1,[21722],White
9469,3,"[299, 8744, 18761]",White
9470,2,"[26259, 42781]",White
9471,1,[20447],White
9472,3,"[35309, 9069, 941]",White
9473,2,"[16357, 17552]",White
9474,2,"[35014, 11733]",White
9475,1,[24086],White
9476,2,"[6588, 14588]",White
9477,2,"[29987, 9860]",White
9478,2,"[22650, 32896]",White
9479,3,"[21566, 27905, 6822]",White
9480,4,"[7746, 35578, 12057, 6297]",White
9481,2,"[11034, 38770]",White
9482,1,[21012],White
9483,3,"[24600, 14046, 37136]",White
9484,4,"[9245, 29312, 9173, 20373]",White
9485,2,"[8353, 31826]",White
9486,1,[23325],White
9487,4,"[17528, 37701, 42132, 38743]",White
9488,1,[11245],White
9489,1,[40193],White
9490,2,"[12855, 33431]",White
9491,2,"[35468, 6732]",White
9492,2,"[28870, 16053]",White
9493,4,"[203, 33365, 1861, 13390]",White
9494,2,"[32808, 39547]",White
9495,1,[42015],White
9496,2,"[25273, 16738]",White
9497,1,[35886],White
9498,4,"[22301, 27808, 17761, 21028]",White
9499,2,"[15948, 13849]",White
9500,3,"[24315, 4405, 26926]",White
9501,1,[37695],White
9502,2,"[43744, 14651]",White
9503,3,"[21184, 38631, 1151]",White
9504,1,[5190],White
9505,1,[39281],White
9506,1,[5268],White
9507,3,"[28664, 5009, 10335]",White
9508,4,"[25411, 20111, 11551, 23568]",White
9509,2,"[3351, 7272]",White
9510,4,"[11665, 22716, 38603, 34636]",White
9511,2,"[41127, 3850]",White
9512,2,"[7862, 17718]",White
9513,1,[41020],White
9514,3,"[6999, 2381, 16902]",White
9515,2,"[31261, 5110]",White
9516,2,"[13537, 27551]",White
9517,2,"[15157, 43904]",White
9518,1,[38667],White
9519,2,"[7248, 19495]",White
9520,1,[40475],White
9521,2,"[27385, 41428]",White
9522,1,[34678],White
9523,3,"[21506, 42163, 5917]",White
9524,1,[7445],White
9525,2,"[18311, 29342]",White
9526,3,"[7065, 7298, 26384]",White
9527,5,"[21641, 41774, 8874, 17016, 27880]",White
9528,1,[9749],White
9529,1,[24572],White
9530,1,[41353],White
9531,2,"[2124, 18188]",White
9532,2,"[35594, 22882]",White
9533,4,"[31842, 3293, 22721, 39054]",White
9534,2,"[28656, 5812]",White
9535,6,"[34764, 4006, 40270, 36488, 12734, 35165]",White
9536,5,"[14938, 19745, 25611, 17454, 26901]",White
9537,4,"[34556, 15777, 36414, 14448]",White
9538,1,[34649],White
9539,3,"[19188, 18005, 6728]",White
9540,6,"[15574, 32338, 27610, 25882, 33099, 36088]",White
9541,3,"[16793, 15267, 8436]",White
9542,2,"[39819, 36818]",White
9543,2,"[39719, 9250]",White
9544,4,"[23952, 27891, 10773, 6522]",White
9545,1,[35453],White
9546,2,"[12306, 22569]",White
9547,4,"[25995, 30592, 2908, 27630]",White
9548,1,[9120],White
9549,4,"[4748, 38564, 42740, 488]",White
9550,2,"[44089, 40113]",White
9551,1,[1485],White
9552,3,"[32983, 37804, 4200]",White
9553,1,[4941],White
9554,4,"[13961, 15706, 8940, 15271]",White
9555,4,"[1535, 27707, 2152, 36669]",White
9556,2,"[44275, 11138]",White
9557,2,"[18266, 9827]",White
9558,3,"[18468, 8864, 41200]",White
9559,2,"[17688, 30805]",White
9560,4,"[28957, 39167, 38172, 36157]",White
9561,1,[36495],White
9562,2,"[29859, 5211]",White
9563,2,"[34701, 2481]",White
9564,5,"[1115, 15108, 5001, 23744, 27213]",White
9565,5,"[24090, 9572, 27673, 9251, 11895]",White
9566,1,[2404],White
9567,3,"[560, 35660, 17813]",White
9568,2,"[12290, 17862]",White
9569,5,"[21173, 9381, 17656, 24443, 17952]",White
9570,5,"[24409, 31814, 13394, 32144, 220]",White
9571,1,[7469],White
9572,2,"[39153, 40925]",White
9573,2,"[8332, 18407]",White
9574,1,[33969],White
9575,5,"[33234, 40018, 8163, 25167, 15306]",White
9576,1,[28035],White
9577,3,"[43988, 14882, 14909]",White
9578,4,"[2725, 29460, 5990, 735]",White
9579,3,"[21078, 37655, 13569]",White
9580,4,"[24818, 40744, 13673, 31786]",White
9581,4,"[17496, 16754, 15497, 9092]",White
9582,2,"[24660, 16120]",White
9583,1,[8169],White
9584,1,[9757],White
9585,3,"[31797, 31767, 22014]",White
9586,1,[41701],White
9587,4,"[40484, 19191, 38974, 16017]",White
9588,3,"[38801, 15484, 8085]",White
9589,1,[5007],White
9590,1,[40134],White
9591,2,"[1887, 7847]",White
9592,1,[21689],White
9593,1,[10244],White
9594,2,"[7690, 12110]",White
9595,1,[27193],White
9596,3,"[23308, 27660, 5278]",White
9597,2,"[27706, 28110]",White
9598,1,[36456],White
9599,2,"[16285, 19799]",White
9600,3,"[23478, 14026, 32695]",White
9601,2,"[25669, 35047]",White
9602,2,"[35597, 1286]",White
9603,4,"[36895, 21672, 38384, 23263]",White
9604,1,[8036],White
9605,2,"[42284, 36725]",White
9606,4,"[13938, 7928, 1466, 43384]",White
9607,3,"[20920, 727, 29070]",White
9608,7,"[17308, 24777, 39169, 3703, 16174, 15261, 38780]",White
9609,4,"[26585, 7424, 25123, 24100]",White
9610,2,"[40177, 36274]",White
9611,3,"[6263, 29252, 1409]",White
9612,1,[394],White
9613,5,"[19768, 11135, 42802, 37146, 92]",White
9614,1,[2811],White
9615,3,"[12871, 12343, 15510]",White
9616,3,"[21727, 35606, 25078]",White
9617,3,"[4238, 43512, 43616]",White
9618,2,"[8133, 926]",White
9619,2,"[41895, 25629]",White
9620,2,"[9108, 41329]",White
9621,3,"[18909, 43011, 6383]",White
9622,5,"[22090, 28189, 3008, 39826, 38335]",White
9623,4,"[26825, 33864, 29752, 28288]",White
9624,3,"[9209, 24284, 20056]",White
9625,1,[44408],White
9626,1,[43240],White
9627,4,"[29768, 27057, 23853, 5673]",White
9628,2,"[17356, 13770]",White
9629,5,"[10607, 43455, 953, 3945, 43623]",White
9630,2,"[2449, 16216]",White
9631,2,"[42858, 5997]",White
9632,1,[25604],White
9633,2,"[39313, 13883]",White
9634,3,"[23255, 12792, 33453]",White
9635,3,"[27748, 3472, 28688]",White
9636,1,[39753],White
9637,2,"[27453, 4488]",White
9638,3,"[37939, 38764, 23646]",White
9639,4,"[31799, 23039, 41985, 1421]",White
9640,5,"[34550, 34793, 43676, 6859, 4469]",White
9641,2,"[15747, 38416]",White
9642,2,"[10291, 18321]",White
9643,2,"[42010, 27719]",White
9644,3,"[8445, 20002, 37375]",White
9645,2,"[19593, 30557]",White
9646,2,"[14398, 15801]",White
9647,2,"[29412, 35272]",White
9648,1,[9492],White
9649,2,"[10570, 35958]",White
9650,2,"[38881, 17828]",White
9651,1,[17054],White
9652,3,"[16813, 38562, 7064]",White
9653,2,"[33337, 194]",White
9654,4,"[21342, 32232, 21232, 41110]",White
9655,4,"[34711, 44074, 23840, 25778]",White
9656,3,"[23985, 3102, 4549]",White
9657,2,"[28955, 1342]",White
9658,4,"[41996, 43919, 41403, 39699]",White
9659,2,"[10927, 16622]",White
9660,2,"[18119, 15029]",White
9661,1,[4108],White
9662,1,[11761],White
9663,2,"[36904, 15512]",White
9664,3,"[24536, 7121, 35284]",White
9665,3,"[30917, 43067, 558]",White
9666,3,"[21638, 15770, 7905]",White
9667,2,"[13417, 41689]",White
9668,3,"[41840, 33107, 18648]",White
9669,4,"[22843, 26303, 14848, 25309]",White
9670,2,"[16536, 43401]",White
9671,1,[6944],White
9672,2,"[8065, 25315]",White
9673,2,"[7713, 23642]",White
9674,2,"[515, 44541]",White
9675,2,"[26278, 17894]",White
9676,2,"[28326, 21140]",White
9677,2,"[968, 12272]",White
9678,1,[22609],White
9679,2,"[22712, 44144]",White
9680,1,[35057],White
9681,1,[10420],White
9682,2,"[38715, 8408]",White
9683,2,"[34559, 13249]",White
9684,4,"[11423, 11776, 33853, 11276]",White
9685,1,[41526],White
9686,2,"[15583, 9949]",White
9687,3,"[33597, 35379, 37180]",White
9688,1,[3827],White
9689,2,"[7908, 654]",White
